NetLoad_thunder,SystemLoad_thunder,NetLoad_sunny,SystemLoad_sunny
206.566001818514,206.566001818514,206.566001818514,206.566001818514
204.524876632761,204.524876632761,204.524876632761,204.524876632761
200.598834432675,200.598834432675,200.598834432675,200.598834432675
197.115937352648,197.115937352648,197.115937352648,197.115937352648
193.982313663987,193.982313663987,193.982313663987,193.982313663987
191.082652641512,191.082652641512,191.082652641512,191.082652641512
188.322430205876,188.322430205876,188.322430205876,188.322430205876
185.631213330695,185.631213330695,185.631213330695,185.631213330695
182.954762308531,182.954762308531,182.954762308531,182.954762308531
180.253891384263,180.253891384263,180.253891384263,180.253891384263
177.567368996319,177.567368996319,177.567368996319,177.567368996319
175.025315157542,175.025315157542,175.025315157542,175.025315157542
172.804433819897,172.804433819897,172.804433819897,172.804433819897
171.045224646349,171.045224646349,171.045224646349,171.045224646349
169.799924839657,169.799924839657,169.799924839657,169.799924839657
169.045263066245,169.045263066245,169.045263066245,169.045263066245
168.680929631637,168.680929631637,168.680929631637,168.680929631637
168.602131258113,168.602131258113,168.602131258113,168.602131258113
168.853773847271,168.853773847271,168.853773847271,168.853773847271
169.666277337546,169.666277337546,169.666277337546,169.666277337546
171.351283783287,171.351283783287,171.351283783287,171.351283783287
174.068042854817,174.068042854817,174.068042854817,174.068042854817
177.575811355917,177.575811355917,177.575811355917,177.575811355917
181.292332764728,181.292332764728,181.292332764728,181.292332764728
184.403229571645,184.403229571645,184.403229571645,184.403229571645
186.190080367348,186.190080367348,186.190080367348,186.190080367348
186.509254421467,186.509254421467,186.509254421467,186.509254421467
185.940355819762,185.940355819762,185.940355819762,185.940355819762
185.783998755269,181.079474400986,185.783998755269,183.652865095035
187.469390239474,172.219681771148,187.469390239474,181.837040283619
191.625350211143,161.043609195414,191.625350211143,180.167401304818
197.75893968364,148.870254072642,197.75893968364,181.446978158815
204.350254218678,139.127668437735,204.350254218678,175.069955825834
209.786029737118,135.298031228084,209.786029737118,168.347011935169
213.206917635239,132.645960379515,213.206917635239,157.651873885925
214.685331506365,137.468814222475,214.685331506365,148.680321400343
215.042123826928,141.50582181402,215.042123826928,124.411111419559
215.154800972259,152.759077957142,215.154800972259,118.739310338007
215.543269555359,157.408175803819,215.543269555359,114.628438876332
216.319085047638,162.395916809429,216.319085047638,131.45994879151
217.259502465981,168.669335820041,217.259502465981,108.009076051003
218.106803632075,188.919453299409,218.106803632075,87.3801401049251
218.744049662273,215.837686884858,218.744049662273,58.5755449770249
219.205002627204,226.914169351963,219.205002627204,69.3375906414372
219.592686758916,229.051017549004,219.592686758916,85.8774364855114
219.949194413388,222.124397021935,219.949194413388,110.89458339011
220.206408596884,225.324192424225,220.206408596884,109.243095285443
220.238718882083,210.934348529756,220.238718882083,110.217771000496
219.922623435266,197.191359719728,219.922623435266,88.8835670902985
219.21641838287,166.861098925567,219.21641838287,58.8462491244529
218.294189217505,141.248672272949,218.294189217505,43.9551288277332
217.499886879642,126.823389027965,217.499886879642,55.9845876356695
217.148583327117,127.053681304659,217.148583327117,84.5269986730916
217.349904446304,125.006748821502,217.349904446304,78.546873065725
217.996002677418,126.480995634831,217.996002677418,83.8492239332563
218.891611584226,126.605950928843,218.891611584226,87.7795184479781
219.714029133743,136.26106742144,219.714029133743,84.8605578097104
220.076525194947,155.601931923685,220.076525194947,49.65424164038
219.809614134371,182.285434175882,219.809614134371,46.1128373493899
219.090365090547,211.241688019909,219.090365090547,80.8354063281727
218.330793802602,207.706328887266,218.330793802602,119.036577447243
217.870571494307,212.038094781854,217.870571494307,130.551996402866
217.794817814259,226.368972808595,217.794817814259,138.542766006685
217.975918716296,249.005188507787,217.975918716296,152.387102404988
218.152538460577,256.15854001477,218.152538460577,145.4280132556
218.095595809982,251.048361763034,218.095595809982,124.900230942492
217.730881179333,243.015198948061,217.730881179333,117.563806791054
217.144410793572,237.093618471588,217.144410793572,146.539228932428
216.587583263888,230.421703672337,216.587583263888,160.975106046839
216.38840021784,223.046410310136,216.38840021784,173.852305475972
216.876896954892,218.59526279221,216.876896954892,176.177070717154
218.31693072183,217.673859255318,218.31693072183,193.814753537371
220.825545626267,219.8094933221,220.825545626267,204.445787586604
224.334682553319,223.606182620018,224.334682553319,212.92731464946
228.472980389211,227.839529663634,228.472980389211,221.781061203149
232.635479308979,232.499043333624,232.635479308979,229.533929440551
236.137003668338,236.134486300006,236.137003668338,235.386726409108
238.459025886064,238.459025886064,238.459025886064,238.457730148473
239.518846946705,239.518846946705,239.518846946705,239.518846946705
239.63729721958,239.63729721958,239.63729721958,239.63729721958
239.371632937864,239.371632937864,239.371632937864,239.371632937864
239.187064809949,239.187064809949,239.187064809949,239.187064809949
239.233528168473,239.233528168473,239.233528168473,239.233528168473
239.360091709474,239.360091709474,239.360091709474,239.360091709474
239.124779915349,239.124779915349,239.124779915349,239.124779915349
238.044616202619,238.044616202619,238.044616202619,238.044616202619
235.976231331289,235.976231331289,235.976231331289,235.976231331289
233.225136310715,233.225136310715,233.225136310715,233.225136310715
230.383943674224,230.383943674224,230.383943674224,230.383943674224
227.935315819971,227.935315819971,227.935315819971,227.935315819971
225.998959651963,225.998959651963,225.998959651963,225.998959651963
224.377594090143,224.377594090143,224.377594090143,224.377594090143
222.629965395699,222.629965395699,222.629965395699,222.629965395699
220.311518709255,220.311518709255,220.311518709255,220.311518709255
217.186584910964,217.186584910964,217.186584910964,217.186584910964
215.462125964149,215.462125964149,215.462125964149,215.462125964149
