ANGMOKIO,BEDOK,BISHAN,BOONLAY,BUKITBATOK,BUKITMERAH,BUKITPANJANG,BUKITTIMAH,GEYLANG,KALLANG,NOVENA,PASIRRIS,HOUGANG,JURONGEAST,LIMCHUKANG,MANDAI,MARINEPARADE,NORTHEASTERNISLANDS,PIONEER,JURONGWEST,PAYALEBAR,PUNGGOL,QUEENSTOWN,SELETAR,SEMBAWANG,SENGKANG,SERANGOON,CENTRALWATERCATCHMENT,CHANGI,SUNGEIKADUT,TAMPINES,DOWNTOWNCORE,TANGLIN,TENGAH,TOAPAYOH,MARINAEAST,WOODLANDS,MARINASOUTH,MUSEUM,NEWTON,CHANGIBAY,CHOACHUKANG,CLEMENTI,SINGAPORERIVER,STRAITSVIEW,SIMPANG,SOUTHERNISLANDS,TUAS,WESTERNISLANDS,WESTERNWATERCATCHMENT,YISHUN,ORCHARD,OUTRAM,RIVERVALLEY,ROCHOR
168.536328552887,302.212002782215,116.792984694974,391.08915559323,161.212945453173,242.710504135207,90.8565225319814,132.738815497037,317.85364951995,202.768756153951,109.649847324404,218.164449224272,281.509181750428,402.881211556486,80.9605918336857,32.1486787536929,69.2232811993438,12.588041414184,526.123027073613,362.446366449951,107.136697728037,111.059362750279,339.646687978939,74.2266949049003,-2534.84878872687,161.493586695074,194.971347591523,18.2076962532319,298.896955878161,269.749722595981,453.277386920885,409.185024229055,45.3816840713041,15.8013184559947,189.464323106118,13.1530079906895,318.646394628155,20.7576861602976,28.7692934405739,39.606777790613,8.91651742342,102.668819388816,231.481238363043,52.8924907389485,2.30015215709996,0.0229807129811796,31.4320673038153,-979.853854906762,-4969.28029206759,170.063071922906,252.729663857428,93.0252570919917,108.384857986685,16.833820404903,81.3340076846997
