SystemLoad,NetLoad,OnlyV2G,V1G,V2G,UncontrolledCharging
401.371882592904,477.867245598356,438.36008395007,507.970754129294,464.152637330389,528.668706844424
402.441112983777,564.79182270858,437.254012900118,572.284725377559,486.532175574854,617.646445906807
403.312705839759,559.736729306493,436.35998634017,558.654304399416,460.134884664635,612.466941631983
403.224235133301,517.433717765583,441.504629665984,508.866671151876,427.880016270165,571.286329728467
401.68448195756,501.318944029711,445.514143366309,511.797314699543,434.091959262374,555.821182292596
399.16408328797,461.865204720084,444.72784780776,474.578459860783,427.252691340611,516.560162073655
396.431273890381,443.774191668346,437.249360327483,456.678894756819,422.73686176657,496.956097986662
394.458425602415,421.007609294692,436.717903661813,434.718377707734,404.557002737331,475.802994166385
394.266077353636,398.605341672468,436.494424838909,413.637191061528,394.914582666696,457.7893286474
396.63996796471,401.581617839424,435.398196425054,423.55661809436,392.35267049259,462.574406004489
402.209157097472,408.431765933503,443.952120962429,424.469116998707,393.608242787207,471.965470596067
411.203263382374,409.030161272205,450.150142466506,420.678793975818,387.899407492569,477.36287531145
423.162401760664,422.389471966009,449.379803510037,442.348846923639,391.071125055552,493.546648038682
435.951190570246,435.93676395704,451.244002787447,452.325093024032,389.447494067951,512.61404454414
447.245362680437,447.245362680437,451.047588620946,459.066830882189,390.944441874808,529.146962700142
455.229124014259,455.229124014259,456.039316365624,466.562934838093,392.380707733991,540.937755462291
458.92049838041,458.92049838041,454.177703058808,458.910634410229,387.909180703311,546.169803336604
459.681503361369,459.681503361369,447.562221255332,462.66594828857,388.031714701869,551.86352355894
459.289940066491,459.289940066491,453.377689807953,458.985280668309,391.083509503795,555.560211055055
459.100528528306,459.100528528306,459.402008392816,460.920644822576,391.793801264521,559.458878602548
459.999958440442,459.999958440442,455.854429942469,461.347155973077,390.552550992377,558.022532131763
461.428473575027,461.428473575027,461.116972730708,465.355549348736,393.944994098176,561.743466493276
462.401882500278,462.401882500278,452.479445301856,466.432167669718,392.39070977366,560.766310100035
461.634892333669,461.634892333669,459.075891558164,471.776453215699,393.29964727256,559.130029832441
458.26877055676,458.26877055676,458.833140583571,463.901467122343,398.418960402469,551.051777719003
453.406764199983,453.406764199983,456.450531815668,461.521121041066,396.614029245976,547.254921856736
448.496159938336,448.496159938336,456.020888688792,456.611052920481,400.859237776059,537.898274187549
444.439562829775,444.439562829775,460.124951583423,456.33015175903,402.014146553284,531.634418025817
441.688079018087,441.688079018087,459.821665880327,486.099136166605,407.658022890961,530.068510962297
439.47419693144,439.47419693144,460.858569121209,483.037415168672,404.730723684781,523.285785195276
436.747844827783,436.747844827783,461.328466466059,487.3964730635,406.706616164509,518.744731124638
432.463138341555,432.463138341555,464.319329066305,486.303646979681,407.327814779159,512.003233901676
425.851783927731,425.851783927731,466.936104463756,470.848589082956,406.79447862932,502.987191459716
417.190525916199,417.190525916199,465.870167066779,458.286778042093,405.716231445305,463.564651726423
