UncontrolledCharging_SystemOpt_withoutThund,V1G_SystemOpt_withoutThund,V2G_SystemOpt_withoutThund,SystemLoad_SystemOpt_withoutThund,UncontrolledCharging_LocalOpt_withoutThund,V1G_LocalOpt_withoutThund,V2G_LocalOpt_withoutThund,SystemLoad_LocalOpt_withoutThund,UncontrolledCharging_SystemOpt_withThund,V1G_SystemOpt_withThund,V2G_SystemOpt_withThund,SystemLoad_SystemOpt_withThund,UncontrolledCharging_LocalOpt_withThund,V1G_LocalOpt_withThund,V2G_LocalOpt_withThund,SystemLoad_LocalOpt_withThund
16.57992874507,16.9333716677662,21.7280119959572,17.853821957298,16.57992874507,17.9696481090481,19.0260295804166,17.853821957298,18.6712227202336,20.266731338284,22.4178831587476,17.853821957298,18.6712227202336,18.4951336327843,20.2329802830344,17.853821957298
28.8549778196342,28.6199570837024,30.7671266667022,32.4616096668824,28.8549778196342,28.8373778020544,29.1265948010842,32.4616096668824,33.0539598771917,34.0878395605548,35.2433578958656,32.4616096668824,33.0539598771917,32.0038276375266,31.0440609375488,32.4616096668824
46.4853551264471,58.8846322197503,59.0061659930084,31.0797918880966,46.4853551264471,35.0712628553524,25.9801331508698,31.0797918880966,44.7798906998772,56.057107916169,56.6552034911289,31.0797918880966,44.7798906998772,35.8249016713094,32.308029470644,31.0797918880966
87.9917598159858,87.7399747937882,96.0616620507112,97.81484386724,87.9917598159858,88.2826195012037,91.0714136417328,97.81484386724,100.399108902625,105.181960436495,108.599857918289,97.81484386724,100.399108902625,96.780686895405,95.7339851522967,97.81484386724
110.448854264775,91.2928940649869,92.5475358605341,91.2928940649869,110.448854264775,98.0741901158959,64.6534324849187,91.2928940649869,110.448854264775,98.223163754837,109.048363746307,91.2928940649869,110.448854264775,97.911656681993,84.0254001868293,91.2928940649869
101.944382324987,97.9392563061785,100.284434608631,105.150157967213,101.944382324987,99.7351335383816,98.0320315790918,105.150157967213,105.061017397239,109.907934212212,110.852755569767,105.150157967213,105.061017397239,102.587263091504,100.969847947454,105.150157967213
80.8132357140882,74.8234571373053,65.6587042277524,25.6412444896202,80.8132357140882,68.453449740316,71.2155401732061,25.6412444896202,137.959954890334,131.611992679599,118.135678035815,25.6412444896202,137.959954890334,81.7588310764495,51.5212881939508,25.6412444896202
72.086770300707,63.3815670440183,55.7464480494534,35.9278664017781,72.086770300707,61.0417079598991,63.8895893525629,35.9278664017781,93.1031302558051,91.6808957927966,95.1696418740404,35.9278664017781,93.1031302558051,61.5092879163833,54.5558030447818,35.9278664017781
168.792522900087,137.044883289308,133.402773363455,137.044883289308,168.792522900087,146.132489069165,104.803004949881,137.044883289308,168.792522900087,159.654718816833,172.795376550031,137.044883289308,168.792522900087,147.197498358088,128.005710785464,137.044883289308
142.206272221939,132.892979551837,132.503792572005,151.058291002709,142.206272221939,133.924425686401,133.604405666947,151.058291002709,158.137003294199,156.200146231456,166.084205037258,151.058291002709,158.137003294199,148.026899965331,143.940677829068,151.058291002709
177.056331497182,150.974024215837,148.619390804577,157.871610496168,177.056331497182,158.858407889837,143.255403768765,157.871610496168,200.721422326806,203.917113864695,217.983461080096,157.871610496168,200.721422326806,184.658517303048,166.548128420523,157.871610496168
195.766307726944,171.45632762408,161.090946395293,171.456905753887,195.766307726944,174.578314815998,159.654061612545,171.456905753887,195.766307726944,209.583595336048,218.557133111832,171.456905753887,195.766307726944,192.445259984469,185.152158571754,171.456905753887
67.7000466025384,61.0325757736936,57.5327990481047,39.2473114787384,67.7000466025384,53.2067580387534,46.5342808363213,39.2473114787384,185.667370325442,175.263721770398,179.890690464649,39.2473114787384,185.667370325442,103.749478824384,57.2349416654912,39.2473114787384
128.169247605538,115.457675811723,109.509134256964,116.822728338689,128.169247605538,120.179908528201,101.704509771756,116.822728338689,203.499998440988,195.382879833966,195.338883336993,116.822728338689,203.499998440988,186.069263124484,156.251237718019,116.822728338689
147.710445544848,141.468152398023,164.733354451789,150.077370285051,147.710445544848,146.810985832921,142.205840076132,150.077370285051,218.227647275499,224.936229919001,237.135451499109,150.077370285051,218.227647275499,188.438981486174,157.163647907041,150.077370285051
245.893220797016,208.867449803713,199.145343237949,208.867449803713,245.893220797016,219.443825910575,173.684120491367,208.867449803713,245.893220797016,224.660938656937,243.688809948923,208.867449803713,245.893220797016,222.254992673059,199.764476671984,208.867449803713
141.655094640719,139.333560082168,118.12435326303,55.5460226232541,141.655094640719,122.528501874294,126.244626709008,55.5460226232541,198.127571679433,195.247783247676,168.928530025956,55.5460226232541,198.127571679433,130.88938992508,110.827092762957,55.5460226232541
246.10561877549,212.977891349385,199.864336900226,212.977891349385,246.10561877549,217.956931100505,170.727179567338,212.977891349385,246.10561877549,228.684230823911,264.136520407742,212.977891349385,246.10561877549,222.859352393333,203.277932321447,212.977891349385
138.514561068211,142.373587381139,115.008342789617,69.4708813811694,138.514561068211,94.3042227487579,81.4235404538303,69.4708813811694,191.381044100739,202.304672275845,227.30261151726,69.4708813811694,191.381044100739,157.677446600232,117.878132723751,69.4708813811694
209.971794201289,169.444766666177,162.526089088765,169.444766666177,209.971794201289,172.24990786049,126.199595664732,169.444766666177,247.306472281273,243.050428798177,276.094229601102,169.444766666177,247.306472281273,197.460439580831,176.299385178588,169.444766666177
245.796340346634,197.459716956867,188.62091683193,197.459716956867,245.796340346634,202.78738222377,147.538143664992,197.459716956867,250.329255962136,257.846557755671,277.434740826446,197.459716956867,250.329255962136,224.281158863894,199.079817275152,197.459716956867
98.9863707769522,110.509975915212,102.878946189048,21.9918138031076,98.9863707769522,101.077098352497,108.18647917633,21.9918138031076,174.826687707195,187.666720537432,187.067477963857,21.9918138031076,174.826687707195,128.10577153373,122.273234430246,21.9918138031076
287.934473878483,248.280528845716,230.56527760629,249.804377179486,287.934473878483,253.856045736958,193.079974014056,249.804377179486,287.934473878483,266.413496518496,303.086094547544,249.804377179486,287.934473878483,258.159513346149,227.201677384082,249.804377179486
290.576069383511,253.771897787057,228.141875580907,252.27403956017,290.576069383511,258.224992640273,209.715670943645,252.27403956017,290.576069383511,284.889499667155,308.396365919623,252.27403956017,290.576069383511,263.284434345952,244.147116643641,252.27403956017
143.794891698158,123.78748098802,160.78113237082,107.458201942754,143.794891698158,116.477334799761,108.340792224224,107.458201942754,241.409414984951,247.397270015297,279.671914892352,107.458201942754,241.409414984951,203.59817970491,163.798865828429,107.458201942754
296.703691259026,283.648819471666,274.805703256082,320.477138047662,296.703691259026,285.772240023736,288.227265128998,320.477138047662,332.185848023239,333.954428906179,347.721218300617,320.477138047662,332.185848023239,314.697851821515,305.816491179092,320.477138047662
243.624659393369,238.399151211784,168.325429636054,173.257457107345,243.624659393369,189.456721419528,169.153705007002,173.257457107345,267.950698770669,276.914021766778,325.338468037243,173.257457107345,267.950698770669,249.775962449103,224.455569561463,173.257457107345
364.32924720776,298.28205885155,254.763823316962,308.865389542206,364.32924720776,316.308427554309,260.54778883917,308.865389542206,364.32924720776,333.383725044933,380.775707906455,308.865389542206,364.32924720776,333.066472915155,298.842001905161,308.865389542206
246.802834398155,333.38545128704,350.437020255169,200.01224800176,246.802834398155,257.802928364998,254.327244316024,200.01224800176,308.564454643914,339.043560382577,371.849374889844,200.01224800176,308.564454643914,270.948030602962,269.278288894695,200.01224800176
266.531732516054,251.732308127257,270.816221812655,263.669776158702,266.531732516054,254.61026956837,266.814020099657,263.669776158702,308.59471430185,333.602813967406,370.092031229403,263.669776158702,308.59471430185,279.737633233266,267.545979790719,263.669776158702
318.779061761191,276.578118556425,267.504008419946,273.458284557745,318.779061761191,280.376323737934,206.912646491871,273.458284557745,331.333441400672,334.299105343604,375.297847407166,273.458284557745,331.333441400672,303.673254983534,271.521410227915,273.458284557745
293.338394821408,270.407427372508,264.094817049198,305.379570141379,293.338394821408,278.501069758055,265.965609106437,305.379570141379,333.303440567659,357.501274625064,390.867444435277,305.379570141379,333.303440567659,315.846589254882,282.537016697408,305.379570141379
290.481735763003,307.038886053314,236.548768350263,52.5483161254494,290.481735763003,262.730055760393,242.637865750688,52.5483161254494,267.85955635518,254.176565055617,244.120347053612,52.5483161254494,267.85955635518,192.452925354146,149.848165229712,52.5483161254494
371.515867053463,318.252299151856,293.525993522054,324.837532453289,371.515867053463,330.564584821235,270.030394259246,324.837532453289,371.515867053463,357.220320817912,396.196682865765,324.837532453289,371.515867053463,332.304057448015,305.070953785437,324.837532453289
283.405023697186,240.88235470787,218.492122636387,239.846729286822,283.405023697186,245.008929907796,190.888758567644,239.846729286822,319.03846754816,340.604000310508,350.457925762762,239.846729286822,319.03846754816,270.89228895772,261.193538660109,239.846729286822
372.064407687332,323.918895955957,299.773747352339,326.709347489792,372.064407687332,331.270080015802,257.257734914642,326.709347489792,372.064407687332,344.391960445838,388.023219729469,326.709347489792,372.064407687332,333.66779040209,283.610356878943,326.709347489792
328.14083788313,296.874179243313,284.16330489372,304.826091736719,328.14083788313,302.523091360209,241.709144507904,304.826091736719,370.593355351038,413.347229764849,432.233540575937,304.826091736719,370.593355351038,339.888320323187,309.39714664589,304.826091736719
179.635023860328,185.961544852226,169.026251332808,62.7207974900159,179.635023860328,168.669438043679,160.814095387472,62.7207974900159,223.49961459417,225.567653807434,208.934305728191,62.7207974900159,223.49961459417,178.204270555881,166.419881726504,62.7207974900159
430.285737961571,380.821843712699,332.642067959915,380.821843712699,430.285737961571,385.738992295682,316.816981608628,380.821843712699,430.285737961571,401.122929538236,448.042833796622,380.821843712699,430.285737961571,388.648291492061,358.265223227998,380.821843712699
154.086100409521,177.638614661738,210.207847078113,115.396167464715,154.086100409521,157.74617639833,149.561447687185,115.396167464715,246.433772039392,264.399271062147,300.32704544088,115.396167464715,246.433772039392,226.042334849606,202.429394539582,115.396167464715
488.933418977645,415.448810903938,354.545394244866,415.448810903938,488.933418977645,421.028313747057,312.273317786899,415.448810903938,488.933418977645,421.280435726851,487.880100436531,415.448810903938,488.933418977645,428.129592224926,389.985094809044,415.448810903938
455.522887692297,405.060755398584,353.194369747026,412.477683309645,455.522887692297,413.580258714052,343.224022094694,412.477683309645,455.522887692297,429.264829420508,476.184733678894,412.477683309645,455.522887692297,419.370321751359,388.734256997956,412.477683309645
444.953201167835,399.187229397377,364.134581168444,407.669832868165,444.953201167835,405.767487901712,348.310409439443,407.669832868165,444.953201167835,452.382632064484,495.806133468478,407.669832868165,444.953201167835,416.605398667584,392.547400488831,407.669832868165
465.148245547733,427.803075269238,418.205713304684,435.109708901225,465.148245547733,434.345408801086,381.047137628339,435.109708901225,465.148245547733,466.632238049877,513.947108725521,435.109708901225,465.148245547733,436.824398560714,413.527404696281,435.109708901225
238.205424964741,243.192722052092,253.599062156393,43.8701998739492,238.205424964741,266.188200386533,263.273152200641,43.8701998739492,263.114274730439,266.298209814361,274.312654936295,43.8701998739492,263.114274730439,256.035604021846,248.888701674594,43.8701998739492
366.477166555699,342.202979853891,355.317443458435,353.715948471437,366.477166555699,346.96900074335,301.299878177787,353.715948471437,423.213842418361,427.734940774756,468.350313050875,353.715948471437,423.213842418361,393.703651718459,364.541091116221,353.715948471437
460.058247271621,414.201123836425,382.571639094066,414.201123836425,460.058247271621,422.332690627971,349.506570455085,414.201123836425,460.058247271621,448.332258839927,492.38427417359,414.201123836425,460.058247271621,424.223559178612,395.171025281984,414.201123836425
477.490650382495,437.405274098777,480.722936164525,453.73685823235,477.490650382495,446.014345727723,399.941241842751,453.73685823235,484.37115761619,531.966756144148,586.875814003424,453.73685823235,484.37115761619,463.120974797016,440.010892823486,453.73685823235
484.960296370717,438.04272304474,418.527784138634,448.27486173665,484.960296370717,444.957478343922,386.502062160655,448.27486173665,484.960296370717,493.496356412749,554.868462899078,448.27486173665,484.960296370717,456.562996997992,430.506052407593,448.27486173665
184.361859286702,210.983965450706,238.904610703207,79.2348408439629,184.361859286702,198.017195979985,201.123782978466,79.2348408439629,340.678634906266,353.537033789377,368.609764057922,79.2348408439629,340.678634906266,286.194883083579,262.027473425123,79.2348408439629
467.970544245769,425.475859484161,431.573079578168,437.530565462557,467.970544245769,431.186085587978,381.929044439693,437.530565462557,474.681806836825,509.17832044433,579.995903411133,437.530565462557,474.681806836825,455.885688698813,427.129142660646,437.530565462557
521.450514177906,451.486084688986,409.569150589381,452.730571440673,521.450514177906,462.89991316269,362.702286711322,452.730571440673,521.450514177906,481.644206853734,539.389311103589,452.730571440673,521.450514177906,464.573470461336,415.764931994325,452.730571440673
534.05578129793,458.666201116155,428.620869390487,467.176218772438,534.05578129793,471.768888643206,378.034484041993,467.176218772438,534.05578129793,530.294538362994,590.663417466063,467.176218772438,534.05578129793,486.25860244443,445.61063085632,467.176218772438
540.90522128414,468.69594158921,435.635751338336,476.73606341962,540.90522128414,481.512179797924,377.575420744171,476.73606341962,540.90522128414,520.250649843944,585.601597267149,476.73606341962,540.90522128414,487.392955637637,427.211758673956,476.73606341962
522.521500989529,447.056720889851,395.625257023083,447.056720889851,522.521500989529,452.993361406963,365.27627104058,447.056720889851,522.884835448083,544.390200430048,594.809574547545,447.056720889851,522.884835448083,482.962391684271,454.177045715663,447.056720889851
532.926421992936,483.084071179813,458.397407108101,515.445926720335,532.926421992936,496.923220865819,487.478702713318,515.445926720335,567.828147891476,596.154462401185,631.434276413023,515.445926720335,567.828147891476,530.378109877958,523.123869447646,515.445926720335
448.997608825887,419.139897225199,412.696495568568,454.239613436304,448.997608825887,426.804112603606,385.466949641496,454.239613436304,515.248908067462,524.252055094376,567.234964978967,454.239613436304,515.248908067462,472.921296280471,431.378204904645,454.239613436304
