UncontrolledCharging_SystemOpt_withoutThund,V1G_SystemOpt_withoutThund,V2G_SystemOpt_withoutThund,SystemLoad_SystemOpt_withoutThund,UncontrolledCharging_LocalOpt_withoutThund,V1G_LocalOpt_withoutThund,V2G_LocalOpt_withoutThund,SystemLoad_LocalOpt_withoutThund,UncontrolledCharging_SystemOpt_withThund,V1G_SystemOpt_withThund,V2G_SystemOpt_withThund,SystemLoad_SystemOpt_withThund,UncontrolledCharging_LocalOpt_withThund,V1G_LocalOpt_withThund,V2G_LocalOpt_withThund,SystemLoad_LocalOpt_withThund
497.656497956339,458.819886766626,516.365731287889,457.473107825434,497.656497956339,463.13441752179,408.291526675138,457.473107825434,522.312454215532,553.366713435546,644.711000475129,457.473107825434,522.312454215532,496.257948128174,465.070599534412,457.473107825434
528.379880484344,461.131888517258,420.290907113286,467.44462387743,528.379880484344,468.799150788799,396.61720713088,467.44462387743,539.865816881951,557.595284105021,612.68727717337,467.44462387743,539.865816881951,503.811141873519,477.010950884314,467.44462387743
548.510671193279,501.120338603713,472.891702020261,554.454734358277,548.510671193279,513.343350338649,451.846654714538,554.454734358277,576.398244661402,557.767553031924,618.065442177163,554.454734358277,576.398244661402,548.114151436322,501.162516865813,554.454734358277
642.776168672737,573.914913264938,493.006748497057,582.666996986265,642.776168672737,583.482735614443,487.578646292659,582.666996986265,642.776168672737,573.914913264938,612.88357419125,582.666996986265,642.776168672737,587.145653098897,535.924449670021,582.666996986265
596.170604087875,537.714280060105,540.077144824114,536.238803250126,596.170604087875,544.396017431798,458.923295831883,536.238803250126,598.151317664533,626.009266128136,711.661562349857,536.238803250126,598.151317664533,568.249332324568,536.656499246832,536.238803250126
600.402097194748,520.802866779688,493.323057841623,518.760728779596,600.402097194748,523.172764829358,397.443339737283,518.760728779596,601.226239626878,606.008197092906,695.761521652089,518.760728779596,601.226239626878,545.001020003298,515.487365332263,518.760728779596
436.89265915401,462.492731456623,545.41805009677,405.760555186329,436.89265915401,402.975583442766,386.951907761636,405.760555186329,574.092092671254,605.260357040222,684.83011606763,405.760555186329,574.092092671254,498.96282950226,467.690707375027,405.760555186329
579.502919179633,543.891307175002,510.384734935654,597.204252126511,579.502919179633,559.063077642499,520.500086825969,597.204252126511,659.540736306557,637.170578487396,645.081626052015,597.204252126511,659.540736306557,623.779800648638,580.567967253075,597.204252126511
645.701112875157,602.657600900938,649.620225702697,632.993291712397,645.701112875157,615.872450308379,594.358302950478,632.993291712397,707.002610282263,736.421413327088,764.848134999425,632.993291712397,707.002610282263,706.425027441143,672.98343606696,632.993291712397
847.145827606346,756.512400523368,644.936579763787,767.546502353215,847.145827606346,769.459719754326,648.476728133723,767.546502353215,847.145827606346,794.513868024503,882.729587260606,767.546502353215,847.145827606346,777.224006080125,727.774642412348,767.546502353215
561.743466493276,467.559208443452,537.239746921858,462.401882500278,561.743466493276,480.706202379549,391.439309800888,462.401882500278,636.884423321227,674.531423981946,771.957202693643,462.401882500278,636.884423321227,604.707176373762,565.358703206094,462.401882500278
667.089839480143,698.412537908934,652.791122414583,475.778621401615,667.089839480143,668.606201305443,629.915249772459,475.778621401615,710.95273354866,701.320635294392,638.39998662428,475.778621401615,710.95273354866,643.404362367262,585.060364126025,475.778621401615
587.637792524865,485.349526380293,554.011440800016,480.436015557739,587.637792524865,497.0418703608,405.266443910198,480.436015557739,653.601765221164,691.248765881884,791.316929204933,480.436015557739,653.601765221164,618.832966143882,579.185837315405,480.436015557739
874.264756619215,787.104777103312,679.628718629726,790.586248886682,874.264756619215,803.078730982328,660.695577948871,790.586248886682,874.264756619215,787.114007509043,850.20734134597,790.586248886682,874.264756619215,808.223719190431,727.106851505376,790.586248886682
928.90505515065,812.527437348953,684.735339035623,812.538195434371,928.90505515065,830.520499927231,677.247802929237,812.538195434371,928.90505515065,842.051494539435,896.778828476746,812.538195434371,928.90505515065,840.588250033972,779.427872724216,812.538195434371
923.784685904902,835.277811413772,749.649967206406,851.704881723444,923.784685904902,849.649580328147,726.65793448616,851.704881723444,923.784685904902,890.380855224805,977.97186653039,851.704881723444,923.784685904902,858.792463540839,806.277177120913,851.704881723444
948.363310130679,859.296786332137,733.515873923049,889.344883337501,948.363310130679,874.749497945145,737.46689199006,889.344883337501,948.363310130679,859.304149137333,818.492681188321,889.344883337501,948.363310130679,880.610521993332,790.818664334317,889.344883337501
952.519939335159,859.332265726285,735.150043515121,889.377532591358,952.519939335159,874.787673952016,737.505380869063,889.377532591358,952.519939335159,859.339628531481,825.766468151151,889.377532591358,952.519939335159,880.648698000202,790.857153213319,889.377532591358
970.67606294771,870.30589326942,763.576220947556,890.796317942641,970.67606294771,890.198698930458,746.231509528738,890.796317942641,970.67606294771,870.315123675152,948.088752147863,890.796317942641,970.67606294771,894.267402642582,815.313069800467,890.796317942641
988.619052310259,898.989481119297,792.149950876433,911.974494586387,988.619052310259,912.936940287606,779.067682436475,911.974494586387,988.619052310259,931.43555933201,1030.13442960078,911.974494586387,988.619052310259,916.125681596298,858.154849465916,911.974494586387
962.887898693227,895.79586436381,785.013477139304,933.978383623219,962.887898693227,913.204309060625,803.157118072797,933.978383623219,962.887898693227,895.990560289351,912.925339409889,933.978383623219,962.887898693227,922.529772549741,851.859307596211,933.978383623219
1006.61729991161,907.473146181925,783.666117798799,934.840002106821,1006.61729991161,922.751393870441,781.001145608103,934.840002106821,1006.61729991161,937.515683574716,990.663348449979,934.840002106821,1006.61729991161,929.39209041124,882.093343845147,934.840002106821
1008.62416755804,893.476913963339,986.046890984849,888.301741182544,1008.62416755804,916.563418483334,764.034503845131,888.301741182544,1077.85188638491,1082.86353476832,1281.44226302935,888.301741182544,1077.85188638491,1015.07440836685,952.61735968879,888.301741182544
1248.79153756833,1128.24649406759,960.664655266358,1167.69572831536,1248.79153756833,1148.53752198086,968.292319728336,1167.69572831536,1248.79153756833,1128.2561610776,1079.63482477076,1167.69572831536,1248.79153756833,1156.23276539276,1038.34063744034,1167.69572831536
1772.2695121947,1562.0164660489,1466.58217017093,1557.12385851007,1772.2695121947,1591.28987562683,1265.8787722935,1557.12385851007,1776.92843706551,1722.30238567739,1915.21826164171,1557.12385851007,1776.92843706551,1626.65202239569,1519.26482937903,1557.12385851007
2852.27161510589,2597.17007686291,2272.11333148839,2669.54276913804,2852.27161510589,2637.90309057455,2248.77620734931,2669.54276913804,2852.27161510589,2649.55983114574,2737.07728371179,2669.54276913804,2852.27161510589,2652.4938353513,2450.67314501489,2669.54276913804
2891.61321424264,2633.27577284294,2295.44295241879,2710.57789401078,2891.61321424264,2674.02401843627,2281.14839368835,2710.57789401078,2891.61321424264,2665.28023210852,2757.5273436092,2710.57789401078,2891.61321424264,2688.73923721774,2487.94047021391,2710.57789401078
3259.44551787296,3004.04805405726,2585.85293872648,3145.04390783423,3259.44551787296,3056.30425111054,2673.18512902067,3145.04390783423,3259.44551787296,3025.52735405914,3077.03276830483,3145.04390783423,3259.44551787296,3105.44765175917,2922.66293370501,3145.04390783423
