t_years,p10,p90,median
0,1,1,1
0.0246575342465753,0.992299285955705,0.994434515420115,0.993166479682853
0.0493150684931507,0.989685253439156,0.992545278265375,0.990846798632717
0.073972602739726,0.987740490859793,0.99113973602408,0.989121028415795
0.0986301369863014,0.986130086073254,0.989972141009013,0.987692186185339
0.123287671232877,0.984733253636594,0.988962778821276,0.986452621149514
0.147945205479452,0.983484583474123,0.988060432121877,0.985344541531386
0.172602739726027,0.98234558216028,0.987235496243302,0.984333418910974
0.197260273972603,0.981295474309301,0.986476725748996,0.983402065364716
0.221917808219178,0.98031615311294,0.985769071337689,0.982533004169755
0.246575342465753,0.979395731831711,0.985103956633734,0.981716213400847
0.271232876712329,0.978524130135604,0.984472700718551,0.980942561026712
0.295890410958904,0.977696799471406,0.983874893640486,0.98020868712936
0.320547945205479,0.976907066568376,0.983304238438115,0.979507868692762
0.345205479452055,0.976149509934102,0.98275559317976,0.978834983399273
0.36986301369863,0.975422584195546,0.9822303483776,0.978190445504011
0.394520547945205,0.974722203860594,0.981724270347667,0.97756910229355
0.419178082191781,0.974045838996463,0.981235535541991,0.976968887951307
0.443835616438356,0.973390454064435,0.980760887541825,0.976386827410956
0.468493150684932,0.972755959076599,0.980302423818562,0.975824234033432
0.493150684931507,0.972139839720497,0.979857229791527,0.975277574435031
0.517808219178082,0.971539878426552,0.979422725817391,0.974744369559585
0.542465753424658,0.97095647665721,0.97900118684572,0.974227091652301
0.567123287671233,0.970387692360512,0.978590201450051,0.973722759542427
0.591780821917808,0.969832554909884,0.978189071014101,0.973230145456982
0.616438356164384,0.96928946369589,0.977795753926528,0.972747544192249
0.641095890410959,0.968759099613788,0.977412533587706,0.972277284770197
0.665753424657534,0.968240010303214,0.977037454994611,0.97181697860282
0.69041095890411,0.967730865225632,0.976668724421738,0.971364230394787
0.715068493150685,0.967232472917734,0.97630861006694,0.97092232797567
0.73972602739726,0.966743585978968,0.975955357987092,0.970488842823738
0.764383561643836,0.966263721499088,0.975608621273256,0.970063266196207
0.789041095890411,0.965791798376237,0.975266847730785,0.969643670789219
0.813698630136986,0.965328678063143,0.97493221613577,0.96923303621806
