t_years,p10,p90,median
0,1,1,1
0.0246575342465753,0.995113388124318,0.999487321512578,0.998486027539336
0.0493150684931507,0.993513631616965,0.999187872723045,0.997880234690429
0.073972602739726,0.99242688175963,0.998936430189097,0.997427064134975
0.0986301369863014,0.991561609800322,0.998712753891315,0.99702632126468
0.123287671232877,0.990713081817406,0.998495315022584,0.996609240098039
0.147945205479452,0.989983996269831,0.998293062136249,0.996218893860418
0.172602739726027,0.989361065303336,0.998103171962005,0.995870610004395
0.197260273972603,0.988743804942702,0.997918149129304,0.995510473002063
0.221917808219178,0.988122383792175,0.997732968543128,0.995152233607072
0.246575342465753,0.987481235038091,0.997541820231741,0.994812471323374
0.271232876712329,0.986883020503272,0.997355608579085,0.994483051748205
0.295890410958904,0.986248141112706,0.997166117157667,0.994153682323738
0.320547945205479,0.985620848696639,0.996976492802476,0.993829304886057
0.345205479452055,0.985008464584739,0.996784565464331,0.993505423073203
0.36986301369863,0.984430970366409,0.996603441962678,0.99320243514574
0.394520547945205,0.983884920558787,0.996429643342861,0.992918243370293
0.419178082191781,0.98334362032123,0.996254377900971,0.992633799436443
0.443835616438356,0.982818039796613,0.996080377252771,0.992356393877225
0.468493150684932,0.982302336570407,0.995912014448773,0.992084988539343
0.493150684931507,0.981825328100356,0.995749793746617,0.991828048724174
0.517808219178082,0.981371369885617,0.995589225474107,0.991579647104616
0.542465753424658,0.980930960457578,0.995434866763038,0.991338203618744
0.567123287671233,0.980485925701901,0.995275684248792,0.991085573994216
0.591780821917808,0.980049688609007,0.995117464093458,0.990833691235274
0.616438356164384,0.979627190609095,0.994962192472506,0.990587333375829
0.641095890410959,0.979229099565034,0.994812888289888,0.990352604276394
0.665753424657534,0.978826825300428,0.994662089349739,0.990115540206656
0.69041095890411,0.978446532896939,0.99451525325698,0.989887040555621
0.715068493150685,0.978057540898498,0.99436796020393,0.989657272655573
0.73972602739726,0.977696196759792,0.994223827073079,0.989436477284878
0.764383561643836,0.977326698387673,0.994076029881373,0.989214353295149
0.789041095890411,0.976955068808365,0.993927375323039,0.988992066012355
0.813698630136986,0.976610877098592,0.993785090535976,0.988778164484398
0.838356164383562,0.976264870036298,0.993644384875666,0.988564112136775
0.863013698630137,0.975903308390859,0.99350393800371,0.988347969005592
0.887671232876712,0.975543362315122,0.993365429814186,0.988132056679844
0.912328767123288,0.975198310582957,0.993230019643187,0.98791710987993
0.936986301369863,0.974829977135069,0.993095964862476,0.987705195358916
0.961643835616438,0.97444629975514,0.992958763900218,0.987483213279689
0.986301369863014,0.974071143165593,0.992825033562033,0.987275721219812
1.01095890410959,0.973706855165142,0.992693286642928,0.987083211537185
1.03561643835616,0.973361986920742,0.992565587428431,0.986895586144342
1.06027397260274,0.973017591729318,0.992438589582891,0.986708868468396
1.08493150684932,0.972712743712731,0.992323144758657,0.98654862693061
1.10958904109589,0.972384102579296,0.992200287867481,0.986372448095388
1.13424657534247,0.972057797417459,0.992076831085868,0.986187479732748
1.15890410958904,0.97173401029156,0.991956710043593,0.986003129971238
1.18356164383562,0.971437453198394,0.991843248760173,0.985831998419553
1.20821917808219,0.971122633098998,0.991723514933,0.985651985382229
1.23287671232877,0.970777957757836,0.991596577145137,0.985457008850702
1.25753424657534,0.970433984003675,0.991470559288943,0.985262507627772
1.28219178082192,0.970081874559001,0.991341628112369,0.985064269119689
1.30684931506849,0.969714934329601,0.991207258114197,0.984858993027133
1.33150684931507,0.96933364095171,0.991072418926553,0.98464604499102
1.35616438356164,0.968963837324752,0.990939120457777,0.98443917556079
1.38082191780822,0.968595250914294,0.990804910277624,0.98423297261068
1.40547945205479,0.96823607515643,0.990673588719705,0.98403079129739
1.43013698630137,0.967880723272745,0.990544309874417,0.98383052439913
1.45479452054795,0.967526761011367,0.990414340701513,0.983631099343128
1.47945205479452,0.967169314194727,0.9902823060205,0.983429984104635
1.5041095890411,0.966830246081825,0.990157828805927,0.983237154339981
1.52876712328767,0.966503053380119,0.99003566906411,0.983050480854676
1.55342465753425,0.966172190087396,0.989911500042611,0.982862084685657
1.57808219178082,0.965828674540722,0.989784009654531,0.982667299044734
1.6027397260274,0.965500143804436,0.989661628568459,0.982479785283408
1.62739726027397,0.965178413457058,0.989540109077901,0.982295807203945
1.65205479452055,0.964862030990602,0.989419142262949,0.982114366109022
1.67671232876712,0.964542883155944,0.989299771791547,0.981931138132467
1.7013698630137,0.964232773971913,0.98918191682154,0.981752773217545
1.72602739726027,0.963917137134446,0.989061827332731,0.981571670555649
1.75068493150685,0.96360376477803,0.988942615897261,0.981391417429686
1.77534246575342,0.963276747141246,0.988820458342837,0.98120450585495
1.8,0.962953944237705,0.988698790458077,0.98101980247226
1.82465753424658,0.962655448653237,0.988582767597364,0.980857005771019
1.84931506849315,0.962344870094164,0.988465591738648,0.980697783941336
1.87397260273973,0.962040275590956,0.988349299074235,0.980542598152915
1.8986301369863,0.961742148620191,0.988233978826402,0.980391424073109
1.92328767123288,0.961449387871111,0.988120639296216,0.980242444601264
1.94794520547945,0.961179680211271,0.988006813850951,0.980090933696012
1.97260273972603,0.960915755828418,0.987891104367741,0.979937062709407
1.9972602739726,0.960653067258393,0.987775028329714,0.979770879293487
2.02191780821918,0.960415677518058,0.987667727392299,0.979609812198831
2.04657534246575,0.960172587583253,0.987558451124614,0.979442349877008
2.07123287671233,0.95994865790293,0.98745436625158,0.979284749586831
2.0958904109589,0.959733370747218,0.987352299728038,0.979131584012323
2.12054794520548,0.959498586165005,0.987245504912885,0.978968139610433
